id,gender,education_level,marital_status,income_category,card_category,util_band,customer_age,dependent_count,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,avg_trans_amt,trans_per_month,contact_rate_12m,inactive_3plus_12m,churn
714500883,F,Graduate,Married,Unknown,Blue,very_low,44,3,36,4,2,3,21242.0,819,20423.0,0.499,1283,37,0.542,0.039,34.67567567567568,3.0833333333333335,0.25,0,0
710232483,F,Uneducated,Married,Unknown,Blue,low,49,1,36,2,3,2,19846.0,2162,17684.0,0.602,16908,122,0.694,0.109,138.59016393442624,10.166666666666666,0.1666666666666666,1,0
817663908,F,Graduate,Married,$40K - $60K,Blue,low,60,1,42,5,3,3,5903.0,1335,4568.0,0.914,1137,27,0.929,0.226,42.111111111111114,2.25,0.25,1,0
767802483,M,College,Single,$60K - $80K,Blue,low,44,4,38,6,3,3,5005.0,969,4036.0,0.727,5066,71,0.821,0.194,71.35211267605634,5.916666666666667,0.25,1,0
714586458,F,High School,Divorced,Less than $40K,Blue,low,41,1,36,2,3,1,7106.0,2031,5075.0,0.746,16377,124,0.746,0.286,132.07258064516128,10.333333333333334,0.0833333333333333,1,0
715607958,F,Graduate,Married,Less than $40K,Blue,medium,45,2,36,6,1,3,4202.0,2201,2001.0,0.714,4385,78,0.66,0.524,56.217948717948715,6.5,0.25,0,0
790096533,M,College,Married,$60K - $80K,Blue,low,55,2,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,56.0,2.25,0.1666666666666666,1,0
717663033,M,Uneducated,Single,$120K +,Blue,very_low,51,2,35,1,2,2,34516.0,1068,33448.0,0.966,16428,123,0.809,0.031,133.5609756097561,10.25,0.1666666666666666,0,0
714879483,M,Graduate,Married,$80K - $120K,Blue,low,39,4,31,1,3,3,3929.0,542,3387.0,0.811,7773,64,0.73,0.138,121.453125,5.333333333333333,0.25,1,1
720326733,M,Graduate,Single,$120K +,Blue,very_low,55,2,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053,64.84482758620689,4.833333333333333,0.0833333333333333,1,0
710703708,F,Unknown,Single,$40K - $60K,Silver,very_low,46,4,35,6,3,2,16985.0,968,16017.0,0.455,2961,56,0.647,0.057,52.875,4.666666666666667,0.1666666666666666,1,0
794818833,F,Uneducated,Single,Less than $40K,Blue,medium,36,1,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378,45.87931034482759,4.833333333333333,0.1666666666666666,0,0
716989683,M,Doctorate,Single,$80K - $120K,Blue,medium,56,2,48,4,3,3,4480.0,2465,2015.0,0.772,3331,74,0.682,0.55,45.01351351351352,6.166666666666667,0.25,1,0
710058033,M,Uneducated,Divorced,$120K +,Blue,very_low,51,0,41,4,1,0,23898.0,0,23898.0,0.486,3781,66,0.61,0.0,57.28787878787879,5.5,0.0,0,0
718505958,M,Graduate,Divorced,$120K +,Silver,very_low,43,5,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049,42.8421052631579,3.1666666666666665,0.25,1,0
787918158,F,Uneducated,Married,Less than $40K,Blue,medium,32,0,23,5,2,4,2156.0,1114,1042.0,0.603,4106,66,0.833,0.517,62.21212121212121,5.5,0.3333333333333333,0,0
720054183,F,Graduate,Single,$40K - $60K,Blue,high,41,2,25,4,2,2,2768.0,2228,540.0,0.864,5112,86,0.87,0.805,59.44186046511628,7.166666666666667,0.1666666666666666,0,0
814852533,M,Graduate,Married,$80K - $120K,Blue,very_low,50,1,45,3,2,2,16813.0,1185,15628.0,0.552,1482,46,0.643,0.07,32.21739130434783,3.8333333333333335,0.1666666666666666,0,0
713740533,M,Graduate,Single,$60K - $80K,Blue,medium,41,3,29,5,3,3,2775.0,1664,1111.0,0.809,2478,52,0.926,0.6,47.65384615384615,4.333333333333333,0.25,1,0
716866308,M,High School,Married,$60K - $80K,Blue,low,38,2,33,6,3,4,5940.0,1101,4839.0,0.942,1872,34,1.125,0.185,55.05882352941177,2.8333333333333335,0.3333333333333333,1,0
720819858,F,Post-Graduate,Single,Less than $40K,Blue,low,47,4,27,1,2,2,8837.0,2517,6320.0,0.618,8210,100,0.754,0.285,82.1,8.333333333333334,0.1666666666666666,0,0
717958833,M,Graduate,Married,$60K - $80K,Blue,medium,46,4,35,5,1,2,1535.0,700,835.0,2.282,1848,25,1.083,0.456,73.92,2.0833333333333335,0.1666666666666666,0,0
711061908,F,Graduate,Married,Less than $40K,Blue,medium,48,1,38,6,2,3,1449.0,749,700.0,0.943,4039,50,0.852,0.517,80.78,4.166666666666667,0.25,0,0
718651083,F,Graduate,Single,Unknown,Blue,very_low,35,2,25,4,1,4,10329.0,514,9815.0,0.708,2461,68,0.838,0.05,36.19117647058823,5.666666666666667,0.3333333333333333,0,0
718311933,F,Doctorate,Married,Less than $40K,Blue,high,53,4,37,6,2,2,3719.0,2517,1202.0,0.666,2587,43,0.536,0.677,60.16279069767442,3.5833333333333335,0.1666666666666666,0,1
716089983,M,Graduate,Single,$40K - $60K,Blue,low,31,0,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144,43.80434782608695,3.8333333333333335,0.3333333333333333,0,0
720511608,F,Graduate,Married,Unknown,Blue,very_low,38,0,28,5,3,3,16049.0,799,15250.0,0.777,1989,33,0.571,0.05,60.27272727272727,2.75,0.25,1,0
775152708,M,Post-Graduate,Unknown,$80K - $120K,Blue,very_low,49,3,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,42.674418604651166,3.5833333333333335,0.3333333333333333,1,1
713075283,M,High School,Single,$120K +,Blue,low,51,3,36,5,1,4,20741.0,2504,18237.0,0.8,1818,51,1.04,0.121,35.64705882352941,4.25,0.3333333333333333,0,0
758875908,F,Unknown,Single,Less than $40K,Blue,very_high,40,4,33,4,4,3,1964.0,1811,153.0,0.69,4699,81,0.841,0.922,58.01234567901235,6.75,0.25,1,0
820394733,M,College,Married,$120K +,Gold,very_low,52,0,47,2,1,1,34516.0,1464,33052.0,0.689,7690,87,0.673,0.042,88.39080459770115,7.25,0.0833333333333333,0,0
811527933,F,College,Single,Less than $40K,Silver,low,65,0,56,3,4,3,10885.0,1758,9127.0,0.8,2291,39,0.773,0.162,58.743589743589745,3.25,0.25,1,1
715502808,M,High School,Married,$80K - $120K,Blue,very_low,42,3,36,4,3,2,25944.0,1987,23957.0,0.566,4442,76,0.767,0.077,58.44736842105263,6.333333333333333,0.1666666666666666,1,0
779562633,M,Uneducated,Married,$40K - $60K,Blue,medium,45,2,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,77.05555555555556,1.5,0.0833333333333333,0,0
794649858,F,Uneducated,Married,Less than $40K,Blue,high,58,1,39,3,3,3,2210.0,1624,586.0,0.627,1287,37,0.48,0.735,34.78378378378378,3.0833333333333335,0.25,1,0
708708858,F,Graduate,Single,Less than $40K,Blue,low,50,1,36,1,3,4,2422.0,502,1920.0,0.997,2548,46,0.484,0.207,55.391304347826086,3.8333333333333335,0.3333333333333333,1,1
710879283,M,High School,Married,Less than $40K,Blue,very_low,51,1,41,3,4,3,1438.3,0,1438.3,0.623,4312,81,0.723,0.0,53.23456790123457,6.75,0.25,1,0
709536483,M,Graduate,Married,$60K - $80K,Blue,very_low,57,3,49,5,0,3,8701.0,215,8486.0,0.527,1999,41,0.414,0.025,48.75609756097561,3.4166666666666665,0.25,0,1
714074808,F,High School,Married,Less than $40K,Blue,high,58,0,36,3,3,1,2241.0,1670,571.0,0.704,4653,75,0.63,0.745,62.04,6.25,0.0833333333333333,1,0
714566133,F,Graduate,Married,Less than $40K,Blue,high,60,2,36,1,2,2,3239.0,2356,883.0,0.621,4621,91,0.75,0.727,50.78021978021978,7.583333333333333,0.1666666666666666,0,0
710616183,F,Uneducated,Single,Unknown,Blue,very_low,46,3,33,5,3,4,19995.0,0,19995.0,0.65,1879,34,0.7,0.0,55.26470588235294,2.8333333333333335,0.3333333333333333,1,0
721529583,M,High School,Single,$80K - $120K,Blue,medium,52,3,41,6,3,3,4642.0,2413,2229.0,0.797,3532,72,0.674,0.52,49.05555555555556,6.0,0.25,1,0
717247383,M,Graduate,Single,$40K - $60K,Blue,very_low,48,4,36,5,2,3,7514.0,0,7514.0,0.514,4789,69,0.408,0.0,69.40579710144928,5.75,0.25,0,0
717783483,F,Post-Graduate,Divorced,Less than $40K,Blue,medium,47,5,30,4,1,2,5016.0,2286,2730.0,0.669,17038,122,0.649,0.456,139.65573770491804,10.166666666666666,0.1666666666666666,0,0
712005108,F,Post-Graduate,Married,Less than $40K,Blue,high,61,0,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,31.272727272727273,3.6666666666666665,0.25,1,0
798783858,F,Unknown,Unknown,$40K - $60K,Blue,low,48,3,42,2,1,1,9742.0,2517,7225.0,0.692,13082,92,0.804,0.258,142.19565217391303,7.666666666666667,0.0833333333333333,0,0
713419908,F,High School,Married,Unknown,Blue,very_low,58,2,50,3,2,3,12362.0,0,12362.0,0.635,4537,72,0.636,0.0,63.013888888888886,6.0,0.25,0,0
813469458,F,Graduate,Single,$40K - $60K,Blue,medium,26,1,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,45.145833333333336,4.0,0.25,1,0
801700233,M,Graduate,Single,$120K +,Blue,high,36,2,28,4,3,0,3174.0,2462,712.0,0.772,3140,74,0.721,0.776,42.432432432432435,6.166666666666667,0.0,1,0
714528258,M,Graduate,Divorced,$60K - $80K,Blue,low,46,2,39,3,1,1,3299.0,870,2429.0,0.63,4904,75,0.829,0.264,65.38666666666667,6.25,0.0833333333333333,0,0
814364808,F,Uneducated,Married,Unknown,Blue,medium,36,2,31,5,3,1,3002.0,1002,2000.0,1.033,2624,46,1.0,0.334,57.04347826086956,3.8333333333333335,0.0833333333333333,1,0
713872833,F,Graduate,Single,$40K - $60K,Blue,low,54,2,41,2,1,3,10753.0,1845,8908.0,0.689,7302,80,0.702,0.172,91.275,6.666666666666667,0.25,0,0
717284133,F,High School,Married,Less than $40K,Blue,high,53,1,41,1,2,3,3472.0,2517,955.0,0.75,4520,84,0.68,0.725,53.80952380952381,7.0,0.25,0,0
719196858,M,Graduate,Married,$60K - $80K,Blue,medium,50,2,39,4,1,4,6508.0,2276,4232.0,1.008,4254,77,0.711,0.35,55.24675324675325,6.416666666666667,0.3333333333333333,0,0
711706458,M,Doctorate,Married,$80K - $120K,Blue,very_low,44,4,27,1,2,1,24134.0,1290,22844.0,0.814,13311,110,0.642,0.053,121.00909090909092,9.166666666666666,0.0833333333333333,0,0
756919683,F,Unknown,Married,Less than $40K,Blue,medium,48,2,41,6,1,3,3632.0,1294,2338.0,0.924,4339,86,0.686,0.356,50.45348837209303,7.166666666666667,0.25,0,0
709283358,F,Unknown,Married,Less than $40K,Blue,very_low,43,4,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0,58.88095238095238,3.5,0.25,0,1
714843483,F,Uneducated,Single,Unknown,Blue,low,57,3,48,1,1,2,7176.0,1493,5683.0,0.665,5063,83,0.93,0.208,61.0,6.916666666666667,0.1666666666666666,0,0
708423933,M,Doctorate,Single,$40K - $60K,Blue,very_low,51,2,40,3,2,0,6103.0,0,6103.0,0.532,3203,64,0.829,0.0,50.046875,5.333333333333333,0.0,0,0
719539458,F,Graduate,Single,Less than $40K,Blue,very_low,46,3,41,5,3,3,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,55.59139784946237,7.75,0.25,1,0
713766183,M,Uneducated,Single,$80K - $120K,Blue,low,49,0,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,51.358024691358025,6.75,0.3333333333333333,1,0
714014733,M,College,Single,$80K - $120K,Blue,low,33,2,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,65.81818181818181,2.75,0.1666666666666666,1,1
711348033,M,Graduate,Married,$40K - $60K,Blue,low,50,2,40,4,3,2,5435.0,1243,4192.0,0.749,16202,117,0.671,0.229,138.47863247863248,9.75,0.1666666666666666,1,0
721122258,F,Uneducated,Married,$40K - $60K,Blue,low,38,3,36,5,5,3,5293.0,1030,4263.0,0.863,4377,62,0.879,0.195,70.59677419354838,5.166666666666667,0.25,1,0
804867183,M,Unknown,Married,$60K - $80K,Blue,very_low,37,3,30,6,2,4,16043.0,0,16043.0,1.509,2599,47,1.136,0.0,55.297872340425535,3.9166666666666665,0.3333333333333333,0,0
718946358,M,Uneducated,Single,$40K - $60K,Blue,very_low,44,3,30,3,3,2,1547.0,0,1547.0,0.792,4348,63,0.615,0.0,69.01587301587301,5.25,0.1666666666666666,1,0
715150983,F,Unknown,Single,Unknown,Blue,very_low,44,3,34,2,3,3,26021.0,0,26021.0,1.04,8898,60,0.538,0.0,148.3,5.0,0.25,1,1
713926308,F,Uneducated,Single,Less than $40K,Blue,medium,35,3,36,4,2,3,2624.0,1458,1166.0,0.809,4487,61,0.743,0.556,73.55737704918033,5.083333333333333,0.25,0,0
714372333,F,Doctorate,Married,Less than $40K,Blue,very_low,59,0,52,6,4,2,2302.0,0,2302.0,0.52,2256,40,0.667,0.0,56.4,3.3333333333333335,0.1666666666666666,1,1
769662033,F,College,Unknown,Less than $40K,Blue,very_low,45,2,29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0.0,59.11764705882353,7.083333333333333,0.25,0,0
714034158,F,Unknown,Married,Less than $40K,Blue,medium,46,4,38,5,2,3,3331.0,1307,2024.0,0.617,3946,69,0.683,0.392,57.18840579710145,5.75,0.25,0,0
718460958,F,College,Married,Less than $40K,Blue,medium,49,2,35,3,3,4,3283.0,1856,1427.0,1.103,4498,64,0.829,0.565,70.28125,5.333333333333333,0.3333333333333333,1,0
719648358,M,Graduate,Single,$80K - $120K,Blue,high,50,2,35,3,3,1,2514.0,1521,993.0,0.638,1636,36,0.385,0.605,45.44444444444444,3.0,0.0833333333333333,1,0
804462633,F,High School,Divorced,Less than $40K,Blue,very_low,43,3,38,3,3,3,7084.0,0,7084.0,0.523,2287,44,0.294,0.0,51.97727272727273,3.6666666666666665,0.25,1,1
717545808,F,Post-Graduate,Single,Less than $40K,Blue,high,44,4,32,3,1,2,2900.0,1987,913.0,0.667,4549,70,0.75,0.685,64.98571428571428,5.833333333333333,0.1666666666666666,0,0
716484333,F,Graduate,Married,Less than $40K,Blue,high,46,2,40,6,1,2,1696.0,1177,519.0,0.686,4410,84,0.826,0.694,52.5,7.0,0.1666666666666666,0,0
789347133,F,Post-Graduate,Married,$40K - $60K,Blue,medium,38,2,28,2,1,1,4468.0,2395,2073.0,0.706,4690,79,0.756,0.536,59.36708860759494,6.583333333333333,0.0833333333333333,0,0
721306908,F,Graduate,Single,Unknown,Blue,low,61,1,44,4,3,2,2303.0,540,1763.0,0.57,3440,46,0.704,0.234,74.78260869565217,3.8333333333333335,0.1666666666666666,1,0
719809533,F,Unknown,Married,Less than $40K,Blue,high,59,0,36,6,1,4,2448.0,1969,479.0,0.713,5066,84,0.75,0.804,60.30952380952381,7.0,0.3333333333333333,0,0
770146008,M,Graduate,Single,$40K - $60K,Blue,high,59,1,53,4,3,2,2136.0,1502,634.0,0.648,1908,37,0.37,0.703,51.567567567567565,3.0833333333333335,0.1666666666666666,1,0
714550383,M,High School,Single,$40K - $60K,Blue,very_low,46,2,36,4,3,3,4129.0,0,4129.0,0.96,1678,40,1.0,0.0,41.95,3.3333333333333335,0.25,1,0
719150658,F,Graduate,Married,Unknown,Blue,very_low,51,2,34,2,3,2,7551.0,0,7551.0,0.894,2977,46,0.394,0.0,64.71739130434783,3.8333333333333335,0.1666666666666666,1,1
711328458,M,High School,Married,$80K - $120K,Blue,very_low,58,1,50,1,1,3,34516.0,1341,33175.0,0.812,13988,127,0.789,0.039,110.14173228346456,10.583333333333334,0.25,0,0
714118383,F,Graduate,Married,Less than $40K,Blue,very_low,49,5,43,4,2,3,8154.0,0,8154.0,0.964,2223,72,0.946,0.0,30.875,6.0,0.25,0,0
713216883,F,Unknown,Married,Less than $40K,Blue,medium,64,0,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,48.85365853658536,3.4166666666666665,0.3333333333333333,1,0
709236633,F,Uneducated,Divorced,$40K - $60K,Blue,medium,40,3,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344,69.53448275862068,4.833333333333333,0.25,0,0
714436383,M,Graduate,Unknown,$80K - $120K,Blue,very_low,44,4,34,4,3,2,26856.0,0,26856.0,0.581,4222,75,0.471,0.0,56.29333333333334,6.25,0.1666666666666666,1,0
789853533,M,High School,Married,$40K - $60K,Blue,very_low,54,3,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0,74.07142857142857,1.1666666666666667,0.4166666666666667,0,1
713484483,F,Uneducated,Single,Unknown,Silver,very_low,36,4,21,3,1,2,34516.0,907,33609.0,0.572,2298,55,0.719,0.026,41.78181818181818,4.583333333333333,0.1666666666666666,0,0
716283108,F,Uneducated,Married,Less than $40K,Blue,low,44,4,36,2,2,3,6769.0,1133,5636.0,0.743,7986,88,0.6,0.167,90.75,7.333333333333333,0.25,0,0
789886533,F,High School,Married,Less than $40K,Blue,medium,54,1,44,3,3,3,3947.0,1746,2201.0,0.478,1110,21,0.4,0.442,52.857142857142854,1.75,0.25,1,0
803833608,M,Uneducated,Single,$40K - $60K,Silver,very_low,40,3,33,4,1,3,21308.0,564,20744.0,0.448,1322,38,0.652,0.026,34.78947368421053,3.1666666666666665,0.25,0,0
721511883,F,Graduate,Single,Less than $40K,Blue,very_low,40,3,28,6,2,2,1709.0,0,1709.0,0.685,4981,79,0.975,0.0,63.050632911392405,6.583333333333333,0.1666666666666666,0,0
712297683,F,College,Married,Less than $40K,Blue,very_low,47,3,35,6,3,2,1781.0,0,1781.0,0.693,2196,35,0.75,0.0,62.74285714285714,2.9166666666666665,0.1666666666666666,1,1
803026008,M,Unknown,Married,$80K - $120K,Blue,low,48,3,42,3,6,2,6805.0,1448,5357.0,0.836,3463,65,0.711,0.213,53.27692307692307,5.416666666666667,0.1666666666666666,1,0
718039683,M,High School,Single,$40K - $60K,Blue,very_low,52,2,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,52.44827586206897,2.4166666666666665,0.1666666666666666,0,0
719130558,F,Uneducated,Married,Less than $40K,Blue,medium,55,2,44,5,2,3,1669.0,1000,669.0,0.717,4085,69,0.971,0.599,59.20289855072464,5.75,0.25,0,0
716321583,F,Unknown,Single,$40K - $60K,Blue,very_low,50,3,36,5,3,3,12740.0,1173,11567.0,1.04,3441,55,0.719,0.092,62.56363636363636,4.583333333333333,0.25,1,0
715987758,M,Graduate,Single,$80K - $120K,Blue,very_low,49,3,36,3,2,1,3261.0,0,3261.0,1.012,3081,50,0.667,0.0,61.62,4.166666666666667,0.0833333333333333,0,1
721205508,M,High School,Married,$80K - $120K,Blue,very_low,47,4,36,3,3,4,8217.0,0,8217.0,0.678,1848,56,0.514,0.0,33.0,4.666666666666667,0.3333333333333333,1,0
716144058,F,College,Single,$40K - $60K,Blue,very_low,36,1,25,6,3,3,1888.0,0,1888.0,0.928,1886,66,0.65,0.0,28.575757575757574,5.5,0.25,1,0
711743883,F,Uneducated,Single,Less than $40K,Blue,very_low,43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,38.65625,2.6666666666666665,0.25,0,0
708653958,M,College,Married,$60K - $80K,Blue,low,38,3,36,5,2,2,6114.0,1461,4653.0,0.772,2608,36,0.385,0.239,72.44444444444444,3.0,0.1666666666666666,0,1
720644883,F,College,Married,Unknown,Blue,medium,53,1,40,3,2,1,4941.0,1867,3074.0,0.73,5104,87,0.851,0.378,58.666666666666664,7.25,0.0833333333333333,0,0
717650133,M,Graduate,Single,$60K - $80K,Blue,low,41,5,28,5,1,4,4821.0,1426,3395.0,0.898,3571,58,0.933,0.296,61.56896551724138,4.833333333333333,0.3333333333333333,0,0
797389758,F,Graduate,Married,$40K - $60K,Silver,very_low,42,2,36,6,2,1,16290.0,0,16290.0,0.758,4232,79,0.795,0.0,53.56962025316456,6.583333333333333,0.0833333333333333,0,0
713663508,M,High School,Unknown,$40K - $60K,Blue,very_low,58,0,42,3,2,3,1438.3,0,1438.3,0.835,1088,22,1.444,0.0,49.45454545454545,1.8333333333333333,0.25,0,1
718970058,M,Unknown,Married,$120K +,Blue,very_low,38,3,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,35.325581395348834,3.5833333333333335,0.3333333333333333,1,0
720180633,M,College,Married,$120K +,Blue,high,50,2,36,3,2,3,3390.0,2385,1005.0,0.656,4128,73,0.698,0.704,56.54794520547945,6.083333333333333,0.25,0,0
771338658,M,High School,Married,$80K - $120K,Blue,very_low,46,2,30,6,3,1,11670.0,915,10755.0,0.892,4277,89,0.854,0.078,48.056179775280896,7.416666666666667,0.0833333333333333,1,0
779805408,M,Unknown,Married,Less than $40K,Silver,very_low,42,3,31,1,1,1,14630.0,0,14630.0,0.752,8217,99,0.65,0.0,83.0,8.25,0.0833333333333333,0,0
779270883,M,High School,Married,$60K - $80K,Blue,very_low,48,4,30,6,3,3,16575.0,0,16575.0,0.76,3982,77,0.878,0.0,51.714285714285715,6.416666666666667,0.25,1,0
806634783,F,College,Married,Less than $40K,Blue,medium,38,2,33,1,3,2,3420.0,1405,2015.0,0.843,4267,75,0.596,0.411,56.89333333333333,6.25,0.1666666666666666,1,0
711436983,M,Unknown,Single,$120K +,Silver,very_low,57,3,49,1,2,1,34516.0,2517,31999.0,0.693,8596,102,0.672,0.073,84.27450980392157,8.5,0.0833333333333333,0,0
769170558,M,Graduate,Single,$60K - $80K,Blue,very_low,53,3,47,6,4,3,16320.0,0,16320.0,0.757,1279,41,0.708,0.0,31.195121951219512,3.4166666666666665,0.25,1,0
713158083,M,High School,Single,$120K +,Blue,very_low,56,2,46,2,4,4,7327.0,0,7327.0,0.598,2185,41,0.864,0.0,53.292682926829265,3.4166666666666665,0.3333333333333333,1,1
716522583,F,College,Divorced,Less than $40K,Blue,high,48,3,36,4,3,3,2335.0,1845,490.0,0.537,1362,33,0.269,0.79,41.27272727272727,2.75,0.25,1,0
720237408,M,Doctorate,Single,$80K - $120K,Blue,very_low,59,1,49,4,2,2,22715.0,707,22008.0,0.848,15004,117,0.887,0.031,128.23931623931625,9.75,0.1666666666666666,0,0
712555233,F,Graduate,Single,$40K - $60K,Blue,low,59,0,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.169,53.23684210526316,3.1666666666666665,0.1666666666666666,0,0
709803258,M,Unknown,Married,$80K - $120K,Blue,very_low,48,2,28,5,2,3,12073.0,0,12073.0,0.541,2400,52,0.793,0.0,46.15384615384615,4.333333333333333,0.25,0,1
718622658,M,High School,Single,$80K - $120K,Blue,low,45,4,34,3,2,3,15913.0,1696,14217.0,0.632,4472,86,0.792,0.107,52.0,7.166666666666667,0.25,0,0
795218883,M,High School,Married,$60K - $80K,Blue,medium,47,3,41,2,3,3,4207.0,1556,2651.0,0.658,15312,122,0.718,0.37,125.50819672131148,10.166666666666666,0.25,1,0
719649408,M,High School,Married,$60K - $80K,Blue,very_low,46,2,35,6,3,3,13768.0,763,13005.0,0.712,1390,44,0.76,0.055,31.59090909090909,3.6666666666666665,0.25,1,0
715237683,F,Graduate,Single,Less than $40K,Blue,medium,53,4,44,1,1,3,4737.0,1649,3088.0,0.748,7802,88,0.492,0.348,88.6590909090909,7.333333333333333,0.25,0,0
787301208,M,Uneducated,Divorced,$40K - $60K,Blue,very_low,52,2,46,5,1,1,1438.3,0,1438.3,0.706,3763,74,0.85,0.0,50.851351351351354,6.166666666666667,0.0833333333333333,0,0
772162683,F,Graduate,Married,Less than $40K,Blue,very_low,34,2,23,6,2,2,3116.0,0,3116.0,0.698,2768,45,0.667,0.0,61.51111111111111,3.75,0.1666666666666666,0,1
780747033,F,Graduate,Married,Unknown,Blue,low,43,5,34,5,1,3,3146.0,808,2338.0,0.711,4149,66,0.784,0.257,62.86363636363637,5.5,0.25,0,0
719574033,M,High School,Single,$60K - $80K,Blue,very_low,38,1,28,2,2,2,21906.0,0,21906.0,0.696,15349,119,0.7,0.0,128.98319327731093,9.916666666666666,0.1666666666666666,0,0
826783233,F,High School,Single,Less than $40K,Blue,high,57,3,53,1,3,2,3029.0,2214,815.0,0.7,4750,89,0.978,0.731,53.37078651685393,7.416666666666667,0.1666666666666666,1,0
788810658,F,College,Single,Unknown,Blue,very_low,37,1,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,35.75714285714286,5.833333333333333,0.4166666666666667,0,0
718513233,M,Graduate,Single,$120K +,Blue,low,59,2,48,1,3,3,17999.0,1861,16138.0,0.791,4740,78,0.95,0.103,60.76923076923077,6.5,0.25,1,0
827695683,M,Uneducated,Single,$120K +,Blue,very_low,40,3,36,4,2,5,34516.0,1329,33187.0,0.574,3906,77,0.51,0.039,50.72727272727273,6.416666666666667,0.4166666666666667,0,0
788107683,M,High School,Married,$40K - $60K,Blue,low,35,4,27,6,2,3,5325.0,1318,4007.0,1.045,1814,43,0.593,0.248,42.18604651162791,3.5833333333333335,0.25,0,0
